,room_type,price,host_acceptance_rate,host_is_superhost,accommodates,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
20997,3,30.0,97.0,0,8,1.0,4.8,1,1,85
21299,3,18.0,100.0,0,1,1.0,4.25,1,1,77
21341,3,35.0,72.0,1,1,4.0,5.0,1,0,85
21386,3,46.0,97.0,0,1,1.0,4.8,1,0,89
21502,3,29.0,0.0,0,1,1.0,4.8,0,0,89
21524,3,153.0,100.0,0,2,1.5,4.8,1,0,85
21901,3,31.0,97.0,0,1,2.0,4.8,1,0,74
21939,3,35.0,72.0,1,1,4.0,5.0,1,0,85
22009,3,40.0,97.0,0,10,3.0,4.8,1,0,85
22946,3,26.0,100.0,0,5,1.5,4.8,1,1,75
22947,3,33.0,100.0,0,8,1.5,4.8,1,0,85
23139,3,40.0,97.0,0,4,1.0,4.8,1,0,94
23318,3,100.0,97.0,0,1,1.0,4.8,1,1,94
23390,3,40.0,97.0,0,2,1.0,4.8,1,0,89
23427,3,33.0,97.0,0,4,1.5,4.8,1,1,85
23679,3,30.0,73.0,0,1,3.0,4.5,1,0,85
23796,3,24.0,73.0,0,1,3.0,3.0,1,0,85
23851,3,150.0,97.0,0,2,1.0,5.0,1,0,80
24017,3,150.0,97.0,0,1,1.0,4.8,1,0,89
24146,3,51.0,97.0,0,2,1.0,4.8,1,1,89
24188,3,950.0,100.0,0,16,0.5,5.0,1,0,85
24260,3,35.0,0.0,0,1,2.0,4.8,1,0,89
24261,3,65.0,0.0,0,4,2.0,4.8,1,0,89
24739,3,36.0,99.0,0,1,1.5,4.89,1,0,85
24898,3,150.0,100.0,0,1,1.0,5.0,1,0,85
25200,3,35.0,100.0,0,1,1.0,4.85,1,0,85
25391,3,26.0,100.0,0,2,10.0,4.8,1,1,89
25445,3,63.0,97.0,0,1,1.0,4.8,1,0,86
25548,3,27.0,40.0,1,1,1.0,5.0,1,0,89
25552,3,46.0,67.0,0,10,2.0,4.8,1,0,89
25847,3,21.0,100.0,0,2,1.0,3.0,1,0,85
