,room_type,price,host_acceptance_rate,host_is_superhost,accommodates,bathrooms,review_scores_cleanliness,host_identity_verified,instant_bookable,property_type
15618,0,1114.0,99.0,0,2,1.0,4.73,1,1,19
15619,0,1948.0,99.0,0,4,2.0,4.67,1,1,19
15620,0,1114.0,100.0,0,3,2.0,4.89,1,0,19
15621,0,1707.0,100.0,1,5,2.0,4.86,1,0,19
15622,0,1114.0,97.0,1,4,2.0,4.96,1,0,9
15623,0,1488.0,100.0,1,4,1.0,4.88,1,1,9
15624,0,1114.0,99.0,0,2,1.0,4.8,1,0,19
15625,0,1314.0,93.0,1,5,1.5,4.69,1,1,13
15626,0,2504.0,84.0,0,8,2.0,4.75,1,0,9
15628,0,1203.0,99.0,1,3,1.0,4.69,1,1,19
15629,0,2590.0,99.0,1,2,1.0,4.84,1,1,19
15630,0,750.0,97.0,0,3,1.0,4.69,1,0,17
15631,0,978.0,100.0,0,5,2.0,4.47,1,1,19
15632,0,1114.0,91.0,0,5,2.0,4.8,1,0,19
15633,0,2972.0,100.0,0,7,2.0,4.5,1,1,19
15636,0,2926.0,100.0,1,4,1.0,4.67,1,1,20
15639,0,1547.0,100.0,1,4,2.0,4.74,1,1,19
15641,0,12710.0,94.0,1,16,5.0,5.0,1,1,13
15643,0,843.0,68.0,0,2,1.0,4.75,1,0,19
15644,0,2156.0,99.0,1,4,2.0,4.85,1,1,19
15645,0,3582.0,99.0,0,4,2.0,4.8,1,0,19
15647,0,1114.0,100.0,0,5,1.0,5.0,1,0,19
15649,0,1114.0,99.0,0,2,1.0,4.8,1,0,19
15650,0,1661.0,99.0,0,2,1.0,4.73,1,0,19
15652,0,1114.0,100.0,0,6,1.0,5.0,1,1,19
15653,0,1472.0,100.0,0,4,1.0,4.71,1,1,19
15655,0,1071.0,80.0,1,4,2.0,4.78,1,0,19
15656,0,900.0,99.0,0,4,1.0,4.89,1,0,13
15657,0,800.0,98.0,0,2,1.0,4.96,1,1,19
15658,0,1153.0,99.0,1,4,1.0,4.89,1,1,20
15660,0,2500.0,99.0,1,4,2.0,4.95,1,1,19
15661,0,600.0,99.0,0,2,2.0,4.58,1,1,12
15662,0,340.0,99.0,0,1,1.0,4.83,1,1,12
15663,0,860.0,100.0,0,2,1.0,4.66,1,1,19
15664,0,1600.0,100.0,1,2,1.0,4.91,1,1,19
15665,0,5148.0,99.0,1,6,3.0,4.86,1,1,19
15667,0,1517.0,90.0,0,3,1.0,4.67,1,1,19
15668,0,664.0,100.0,1,2,1.0,4.97,1,1,19
15670,0,2464.0,99.0,0,4,2.0,4.79,1,0,19
15672,0,4543.0,99.0,1,4,1.0,4.88,1,0,19
15673,0,964.0,100.0,1,3,1.0,4.93,1,1,19
15676,0,800.0,68.0,0,2,1.0,4.38,1,0,19
15677,0,582.0,93.0,0,4,1.0,3.9,1,0,19
15678,0,614.0,93.0,1,2,2.0,4.8,1,0,9
15681,0,2742.0,81.0,1,4,2.0,4.5,1,1,19
15683,0,1429.0,100.0,0,6,1.0,4.95,1,0,19
15684,0,1114.0,99.0,0,4,1.0,5.0,1,1,19
15685,0,664.0,100.0,1,2,1.0,4.33,1,1,19
15686,0,2764.0,99.0,1,6,2.0,4.9,1,0,9
15687,0,7924.0,99.0,1,10,4.0,5.0,1,1,19
15688,0,1454.0,100.0,1,2,1.0,4.81,1,1,9
15689,0,600.0,96.0,0,3,1.0,4.5,1,0,19
15690,0,791.0,100.0,1,5,1.0,4.59,1,1,19
15691,0,1845.0,93.0,1,2,1.0,5.0,1,0,19
15692,0,1936.0,86.0,0,6,2.0,5.0,1,0,19
15693,0,1878.0,98.0,1,4,1.0,4.89,1,1,20
15695,0,2986.0,71.0,1,4,2.0,4.94,1,0,13
15696,0,2286.0,81.0,1,5,2.0,4.58,1,1,19
15697,0,1114.0,100.0,1,2,2.0,4.88,1,1,19
15699,0,1744.0,81.0,1,4,2.0,4.4,1,1,19
15700,0,1114.0,99.0,0,7,2.0,4.79,1,1,19
15701,0,3475.0,97.0,1,10,2.0,4.87,1,1,19
15702,0,2600.0,99.0,0,4,1.0,4.95,1,0,19
15703,0,2510.0,99.0,0,4,1.0,4.8,1,0,19
15704,0,2458.0,99.0,0,4,1.0,4.75,1,0,19
15706,0,1134.0,88.0,1,2,1.0,4.75,1,0,20
15707,0,1114.0,99.0,0,2,1.0,5.0,1,0,19
15709,0,2814.0,99.0,0,4,1.0,4.74,1,0,19
15710,0,2302.0,99.0,0,4,1.0,4.53,1,0,19
15711,0,2470.0,99.0,0,4,1.0,4.68,1,0,19
15713,0,1114.0,99.0,1,2,1.0,4.81,1,0,19
15714,0,1714.0,100.0,1,4,2.0,4.91,1,0,19
15715,0,1096.0,100.0,1,2,1.0,4.83,1,1,19
15717,0,1270.0,100.0,1,2,1.0,4.93,1,1,19
15718,0,30100.0,83.0,0,16,14.0,4.8,1,0,13
15719,0,2912.0,97.0,1,8,2.0,4.89,1,1,19
15720,0,949.0,100.0,1,2,1.0,4.7,1,1,19
15723,0,1114.0,99.0,0,6,1.0,4.5,1,1,9
15725,0,1269.0,100.0,1,3,1.0,4.82,1,1,19
15726,0,3259.0,97.0,1,10,2.0,4.9,1,1,19
15728,0,960.0,100.0,1,2,1.0,4.61,1,1,19
15729,0,1350.0,100.0,1,3,1.0,4.98,1,1,19
15730,0,1775.0,100.0,1,3,1.0,4.85,1,0,9
15731,0,2327.0,100.0,1,3,1.0,4.99,1,1,19
15732,0,974.0,100.0,1,2,1.0,4.65,1,1,19
15733,0,995.0,100.0,1,2,1.0,4.82,1,1,19
15735,0,1114.0,31.0,0,4,1.0,5.0,1,0,9
15736,0,800.0,89.0,1,2,1.0,5.0,1,0,19
15738,0,2771.0,81.0,1,5,1.0,4.68,1,1,19
15739,0,2070.0,98.0,0,8,2.0,4.7,1,0,19
15740,0,1114.0,35.0,0,2,2.0,4.8,1,0,19
15741,0,1030.0,100.0,1,2,1.0,4.72,1,1,19
15742,0,1716.0,99.0,0,2,1.0,4.78,1,1,19
15743,0,1089.0,100.0,1,2,1.0,4.84,1,1,19
15744,0,2526.0,81.0,1,2,1.0,4.91,1,1,19
15745,0,872.0,100.0,1,2,1.0,4.61,1,1,19
15750,0,1443.0,100.0,1,2,1.0,5.0,1,0,9
15753,0,1089.0,99.0,0,4,3.0,4.8,1,1,19
15754,0,1100.0,84.0,1,1,1.0,4.82,1,0,19
15755,0,900.0,99.0,0,4,2.0,5.0,1,0,20
15756,0,2700.0,100.0,1,6,2.5,4.92,1,0,19
15759,0,545.0,100.0,0,2,1.0,4.64,1,0,17
15760,0,1588.0,100.0,1,6,2.5,4.71,1,1,19
15761,0,700.0,99.0,0,4,2.0,4.9,1,0,20
15762,0,1203.0,100.0,1,2,1.0,4.78,1,0,19
15763,0,2543.0,97.0,1,4,1.0,4.97,1,0,17
15764,0,370.0,99.0,0,2,1.0,4.93,1,0,12
15766,0,1314.0,100.0,0,6,2.0,4.73,1,1,19
15767,0,3475.0,97.0,1,10,2.0,4.88,1,1,19
15768,0,1195.0,82.0,1,4,2.0,4.86,1,0,19
15769,0,1200.0,100.0,0,1,1.0,5.0,1,0,19
15770,0,3056.0,99.0,0,4,2.0,4.5,1,0,19
15771,0,1154.0,100.0,1,2,1.0,4.86,1,1,19
15772,0,645.0,97.0,0,1,1.0,3.33,1,1,19
15773,0,542.0,97.0,0,1,1.0,3.91,1,1,19
15775,0,1100.0,99.0,1,4,1.5,5.0,1,0,20
15776,0,1114.0,99.0,1,2,1.5,4.85,1,0,19
15777,0,650.0,100.0,0,2,1.0,4.71,1,1,19
15778,0,1114.0,100.0,0,2,1.0,4.58,1,1,22
15779,0,2700.0,100.0,0,6,2.0,4.69,1,0,9
15780,0,500.0,96.0,0,3,1.0,5.0,1,0,9
15781,0,1624.0,100.0,0,2,1.0,4.6,1,1,9
15782,0,1363.0,100.0,1,3,1.0,4.94,1,1,17
15783,0,1290.0,100.0,0,3,1.0,4.93,1,1,19
15786,0,2760.0,100.0,1,2,1.0,4.93,1,0,19
15787,0,1514.0,100.0,1,2,1.0,4.67,1,0,19
15792,0,1085.0,98.0,0,5,1.0,4.86,1,0,9
15794,0,3475.0,97.0,1,10,2.0,4.95,1,1,19
15798,0,5400.0,100.0,0,5,2.0,5.0,1,0,19
15799,0,1200.0,100.0,0,2,1.0,4.63,1,1,19
15800,0,960.0,99.0,1,4,3.0,4.92,1,0,9
15803,0,1600.0,77.0,0,2,1.0,4.86,1,1,9
15804,0,690.0,100.0,0,4,1.0,4.7,1,1,17
15806,0,996.0,99.0,1,4,2.0,4.77,1,1,9
15807,0,1454.0,100.0,1,4,2.0,4.76,1,0,19
15808,0,1453.0,83.0,1,4,2.5,5.0,1,0,19
15809,0,1114.0,99.0,0,2,2.5,5.0,1,1,19
15810,0,2863.0,97.0,1,8,2.0,4.84,1,1,19
15811,0,3290.0,97.0,1,10,2.0,4.94,1,1,19
15812,0,1114.0,99.0,1,6,2.0,5.0,1,1,9
15814,0,615.0,100.0,0,6,1.0,4.25,1,0,13
15816,0,650.0,85.0,0,2,1.0,4.6,1,0,17
15818,0,1114.0,40.0,0,2,1.0,4.8,1,0,19
15819,0,819.0,100.0,1,2,1.0,4.25,1,0,17
15820,0,1850.0,100.0,1,4,1.0,4.93,1,0,19
15821,0,3999.0,100.0,0,6,2.0,4.86,1,0,19
15822,0,728.0,100.0,0,4,1.0,4.76,0,0,19
15823,0,2386.0,100.0,0,2,1.0,5.0,1,0,19
15825,0,780.0,100.0,1,4,1.0,5.0,1,1,19
15826,0,3006.0,100.0,1,4,1.5,4.97,1,1,19
15828,0,1100.0,87.0,0,2,1.0,4.95,1,0,19
15829,0,1839.0,100.0,0,4,2.0,4.5,1,1,19
15830,0,1200.0,97.0,0,4,2.0,4.93,1,1,19
15834,0,1114.0,99.0,0,4,1.0,4.8,1,0,19
15835,0,3729.0,98.0,0,10,4.0,4.47,1,0,9
15837,0,1114.0,99.0,1,8,1.0,5.0,1,1,9
15838,0,700.0,100.0,0,2,2.0,4.5,1,0,19
15839,0,4000.0,85.0,0,5,2.5,4.97,1,0,19
15840,0,4500.0,100.0,0,14,5.5,4.88,1,1,13
15841,0,1800.0,97.0,0,6,2.5,4.86,1,1,19
15844,0,335.0,0.0,0,1,2.0,4.8,1,0,19
15845,0,1632.0,100.0,0,4,1.0,4.8,1,1,19
15847,0,5000.0,83.0,0,2,2.0,4.75,1,0,9
15848,0,3475.0,97.0,1,10,2.0,4.92,1,1,19
15849,0,1415.0,98.0,0,2,1.0,4.61,1,1,19
15850,0,2023.0,100.0,0,2,1.0,4.79,1,1,19
15851,0,1114.0,99.0,0,2,1.0,5.0,1,0,19
15853,0,503.0,99.0,1,2,1.0,4.7,1,0,13
15854,0,1810.0,100.0,1,5,2.0,4.93,1,0,19
15856,0,2912.0,97.0,1,8,2.0,4.91,1,1,19
15857,0,1611.0,100.0,0,3,2.0,4.92,1,1,19
15859,0,859.0,100.0,0,2,1.0,4.76,1,1,19
15860,0,903.0,100.0,0,2,1.0,4.93,1,1,19
15861,0,740.0,98.0,1,4,1.0,4.85,1,0,20
15862,0,1114.0,99.0,1,4,1.0,4.83,1,1,19
15863,0,2922.0,100.0,0,6,2.0,4.8,1,1,19
15864,0,1114.0,100.0,0,2,2.0,4.33,1,0,19
15865,0,1114.0,0.0,0,8,2.0,4.8,1,0,13
15866,0,1700.0,100.0,1,2,1.0,4.98,1,1,9
15868,0,1861.0,100.0,1,5,2.0,4.99,1,0,19
15869,0,1884.0,100.0,1,5,2.0,4.93,1,0,19
15870,0,850.0,12.0,0,3,1.0,4.71,1,0,19
15872,0,1641.0,100.0,0,2,1.0,4.91,1,0,19
15873,0,6000.0,99.0,0,6,1.0,4.8,1,1,13
15874,0,797.0,100.0,0,2,1.0,4.91,1,0,17
15875,0,754.0,92.0,0,2,1.0,5.0,1,0,20
15876,0,3233.0,100.0,1,6,2.0,5.0,1,1,13
15877,0,4833.0,67.0,0,5,2.5,5.0,1,0,21
15878,0,1114.0,100.0,0,1,2.5,4.53,1,0,19
15881,0,2950.0,97.0,1,4,2.0,4.95,1,0,19
15882,0,1346.0,100.0,1,4,2.0,4.98,1,0,19
15885,0,500.0,70.0,0,3,1.0,4.8,1,0,19
15887,0,1114.0,99.0,0,4,1.0,4.58,1,0,19
15888,0,1114.0,81.0,1,4,2.0,4.83,1,0,9
15889,0,2500.0,94.0,0,4,2.5,4.68,0,0,19
15891,0,1250.0,80.0,0,3,1.5,5.0,1,0,19
15892,0,2912.0,97.0,1,8,2.0,4.86,1,1,19
15893,0,1114.0,99.0,0,2,2.0,4.6,1,0,19
15895,0,2973.0,97.0,0,4,2.0,4.8,1,1,19
15896,0,1417.0,100.0,0,4,1.0,5.0,1,0,19
15897,0,806.0,94.0,0,2,1.0,4.72,1,0,20
15898,0,1658.0,98.0,0,4,1.0,4.83,1,1,17
15899,0,2072.0,99.0,1,4,2.0,4.76,1,1,19
15900,0,3665.0,99.0,1,12,2.5,4.85,1,1,13
15901,0,2224.0,17.0,0,3,1.0,4.93,1,0,19
15902,0,1114.0,50.0,0,3,1.0,4.25,1,0,19
15903,0,650.0,92.0,0,2,1.0,4.0,1,0,20
15904,0,1114.0,99.0,0,2,1.0,4.8,1,0,20
15905,0,2912.0,97.0,1,8,2.0,4.96,1,1,19
15906,0,542.0,100.0,1,2,1.0,4.85,1,1,19
15908,0,2001.0,100.0,0,2,1.0,4.5,1,1,19
15909,0,2545.0,100.0,1,2,1.0,4.88,1,0,19
15910,0,1965.0,81.0,1,2,1.0,4.4,1,1,19
15911,0,2219.0,98.0,1,4,2.0,5.0,1,0,9
15913,0,836.0,100.0,0,3,1.0,4.44,1,1,19
15915,0,1114.0,87.0,0,2,1.0,4.58,1,0,9
15916,0,1114.0,100.0,0,4,1.0,4.26,1,1,19
15917,0,1857.0,97.0,1,5,1.0,4.91,1,0,19
15918,0,849.0,100.0,1,5,1.0,4.91,1,1,9
15920,0,1095.0,99.0,0,2,1.0,4.54,1,0,19
15922,0,2509.0,99.0,1,4,2.0,4.36,1,1,19
15923,0,1352.0,0.0,0,4,1.5,4.0,1,0,2
15924,0,698.0,85.0,0,3,2.0,4.71,1,0,9
15927,0,1346.0,100.0,1,4,2.0,4.84,1,0,19
15928,0,528.0,100.0,1,2,1.0,4.87,1,1,19
15929,0,970.0,100.0,1,2,1.0,4.9,1,0,9
15931,0,420.0,0.0,0,2,1.0,5.0,1,0,12
15932,0,695.0,99.0,1,2,1.0,4.74,1,1,17
15933,0,1300.0,98.0,1,3,1.0,4.93,1,1,19
15934,0,3003.0,86.0,1,6,2.0,4.89,0,0,19
15935,0,2165.0,99.0,0,6,3.0,4.89,1,1,13
15937,0,3082.0,99.0,0,4,1.5,4.56,1,0,19
15938,0,2024.0,99.0,1,4,1.0,4.64,1,1,19
15939,0,1521.0,100.0,0,2,1.0,4.67,1,1,19
15940,0,1114.0,99.0,1,12,1.0,4.8,1,1,19
15941,0,762.0,100.0,1,2,1.0,4.93,1,1,19
15942,0,1271.0,100.0,1,2,1.0,4.94,1,0,9
15944,0,1543.0,99.0,0,2,1.0,4.77,1,1,19
15946,0,1350.0,100.0,1,2,1.0,4.96,1,0,9
15947,0,1543.0,99.0,0,2,1.0,4.52,1,1,19
15949,0,1776.0,99.0,0,2,1.0,4.74,1,1,19
15950,0,845.0,100.0,1,2,1.0,4.86,1,1,19
15951,0,1529.0,100.0,0,5,1.0,4.73,1,0,19
15955,0,3374.0,100.0,1,4,2.0,4.97,1,0,9
15956,0,1781.0,99.0,1,2,1.0,4.87,1,1,19
15957,0,1309.0,100.0,1,3,1.0,4.92,1,1,19
15958,0,1776.0,99.0,0,2,1.0,4.85,1,1,19
15959,0,1573.0,99.0,0,2,1.0,4.74,1,1,19
15960,0,2325.0,100.0,1,4,1.5,4.77,1,1,9
15961,0,1000.0,98.0,1,2,1.0,4.75,1,1,17
15963,0,1114.0,71.0,0,1,1.0,4.8,1,0,17
15965,0,900.0,93.0,0,4,1.0,5.0,1,0,19
15967,0,1150.0,100.0,1,4,2.0,4.93,1,0,19
15968,0,1781.0,99.0,1,2,1.0,4.79,1,1,19
15969,0,950.0,44.0,1,4,1.5,4.85,1,0,19
15970,0,2000.0,100.0,1,4,1.0,4.92,1,1,19
15971,0,1558.0,99.0,0,5,2.0,4.93,0,0,19
15972,0,3057.0,71.0,0,6,2.5,5.0,1,0,20
15973,0,1807.0,98.0,1,7,2.0,4.9,1,0,9
15974,0,3081.0,99.0,1,2,1.0,4.98,1,0,17
15975,0,2744.0,0.0,0,5,1.5,4.8,1,0,19
15976,0,1174.0,100.0,1,4,1.0,4.93,1,0,19
15977,0,2849.0,99.0,0,2,1.5,4.75,1,1,19
15978,0,1086.0,100.0,1,3,1.0,4.75,1,0,19
15979,0,1865.0,97.0,1,8,3.0,4.85,1,0,19
15980,0,434.0,100.0,1,4,1.0,4.74,1,1,19
15981,0,1865.0,99.0,0,2,1.0,4.75,1,1,19
15982,0,3627.0,98.0,1,4,2.0,5.0,1,1,19
15983,0,750.0,100.0,1,2,1.0,4.76,1,1,9
15984,0,1114.0,100.0,0,2,1.0,4.72,1,0,19
15985,0,446.0,79.0,1,3,1.5,4.81,1,0,19
15988,0,1603.0,92.0,1,4,2.0,4.93,1,0,20
15989,0,3143.0,99.0,1,6,2.5,4.93,1,1,19
15990,0,1365.0,98.0,0,4,1.0,4.67,1,1,19
15991,0,1865.0,97.0,1,8,3.0,4.96,1,0,19
15992,0,2847.0,98.0,1,2,1.0,4.8,1,0,19
15993,0,4736.0,99.0,0,6,3.0,4.66,1,1,19
15995,0,1000.0,76.0,1,4,1.5,4.87,1,0,9
15996,0,693.0,100.0,1,5,1.0,4.8,1,1,19
15997,0,700.0,95.0,0,4,1.0,4.47,1,0,19
15998,0,636.0,87.0,1,4,1.0,4.84,1,0,19
15999,0,750.0,100.0,1,2,1.0,4.9,1,1,9
16000,0,2843.0,100.0,0,8,2.0,4.58,1,1,19
16001,0,4080.0,100.0,1,6,3.5,4.99,1,1,19
16002,0,1805.0,100.0,1,4,1.0,4.86,1,1,19
16003,0,1114.0,100.0,1,2,1.0,4.66,1,1,19
16004,0,1114.0,100.0,0,2,1.0,4.93,1,1,19
16005,0,1114.0,100.0,1,2,1.0,4.59,1,1,9
16006,0,753.0,100.0,1,2,1.0,4.86,1,1,9
16007,0,1314.0,100.0,1,4,1.0,5.0,1,0,19
16008,0,2574.0,99.0,0,4,2.0,4.63,1,1,19
16009,0,1143.0,81.0,0,4,1.0,4.49,1,0,20
16010,0,5725.0,99.0,0,6,3.0,4.69,1,1,19
16011,0,1987.0,99.0,0,2,1.5,4.88,1,0,19
16013,0,1236.0,99.0,0,2,1.0,4.56,1,1,19
16015,0,1567.0,99.0,0,4,2.0,4.78,1,0,19
16016,0,900.0,100.0,0,4,2.0,4.81,1,0,19
16018,0,1459.0,100.0,1,3,1.0,4.89,1,1,9
16019,0,1114.0,99.0,0,5,1.0,4.8,1,1,13
16020,0,1138.0,98.0,0,2,2.0,4.67,1,1,19
16023,0,1089.0,100.0,0,4,1.0,4.71,1,1,20
16031,0,1290.0,33.0,0,4,1.0,4.33,1,0,19
16032,0,700.0,40.0,0,2,1.0,2.5,1,0,19
16033,0,903.0,97.0,0,2,1.0,4.75,1,0,11
16034,0,1957.0,91.0,0,6,2.0,3.91,1,0,9
16035,0,704.0,100.0,1,2,1.0,4.79,1,1,19
16036,0,1114.0,0.0,0,6,1.0,5.0,1,0,9
16037,0,1159.0,100.0,0,4,1.0,5.0,1,0,19
16043,0,1057.0,100.0,0,4,1.0,4.47,1,1,9
16044,0,1057.0,100.0,0,4,1.0,4.79,1,1,20
16045,0,1057.0,100.0,0,4,1.0,4.47,1,1,9
16047,0,2414.0,98.0,1,5,2.0,4.88,1,1,19
16049,0,1830.0,100.0,1,2,1.0,4.75,1,0,19
16051,0,850.0,96.0,1,2,1.0,4.76,1,0,19
16056,0,1021.0,100.0,0,5,1.0,4.75,1,1,19
16057,0,2643.0,100.0,0,4,1.0,4.94,1,1,19
16058,0,2999.0,100.0,0,5,2.0,4.73,1,1,19
16059,0,2900.0,77.0,1,4,1.0,5.0,1,0,19
16060,0,15000.0,99.0,0,8,3.0,4.8,1,0,13
16061,0,2364.0,81.0,1,2,1.0,4.77,1,1,19
16062,0,2477.0,81.0,1,4,1.0,4.5,1,1,19
16064,0,1350.0,91.0,1,3,1.0,4.9,1,0,19
16065,0,902.0,100.0,0,8,2.0,4.49,1,1,19
16066,0,2000.0,96.0,1,4,1.5,4.96,1,0,9
16068,0,1280.0,99.0,0,5,1.0,4.25,1,0,19
16069,0,804.0,100.0,1,2,1.0,4.73,1,1,9
16070,0,790.0,100.0,0,2,1.0,4.89,1,1,9
16074,0,1230.0,100.0,1,2,1.0,4.98,1,1,19
16075,0,2383.0,100.0,1,2,1.0,4.75,1,1,20
16076,0,1200.0,100.0,1,4,1.0,4.81,1,1,19
16077,0,1100.0,98.0,1,4,1.0,4.93,1,0,19
16080,0,850.0,96.0,1,2,1.0,4.75,1,0,19
16081,0,790.0,100.0,0,2,1.0,4.86,1,1,9
16082,0,754.0,100.0,1,2,1.0,4.86,1,1,9
16083,0,16847.0,100.0,1,8,3.5,4.89,1,1,19
16084,0,1681.0,96.0,0,5,2.0,4.63,1,0,9
16085,0,2423.0,99.0,0,2,1.0,4.85,1,1,19
16086,0,649.0,100.0,0,4,1.0,4.76,1,0,9
16088,0,2423.0,99.0,0,2,1.0,4.8,1,1,19
16089,0,3461.0,96.0,0,5,2.0,4.96,1,0,19
16092,0,850.0,100.0,0,2,1.0,4.69,1,1,17
16093,0,7284.0,100.0,0,8,2.5,4.72,1,1,13
16094,0,3994.0,100.0,1,10,3.0,4.92,1,1,19
16095,0,850.0,100.0,0,2,1.0,4.8,1,1,17
16099,0,1114.0,100.0,0,2,1.0,4.51,1,1,11
16100,0,1330.0,97.0,1,4,1.5,4.91,1,1,9
16102,0,1897.0,18.0,0,4,3.5,5.0,1,0,13
16103,0,400.0,100.0,1,2,1.0,4.83,1,0,79
16104,0,450.0,100.0,1,2,1.0,4.74,1,0,79
16106,0,1763.0,100.0,1,6,1.0,4.8,1,1,19
16108,0,1114.0,99.0,0,3,1.0,4.83,1,0,19
16109,0,3444.0,100.0,1,6,2.0,4.97,1,1,19
16110,0,1109.0,100.0,0,11,2.0,4.52,1,1,19
16111,0,2423.0,99.0,0,2,1.0,4.65,1,1,19
16112,0,171016.0,100.0,1,16,5.0,4.96,1,1,19
16114,0,1970.0,99.0,1,4,2.0,4.97,1,1,9
16117,0,5171.0,100.0,1,8,2.0,4.92,1,0,19
16119,0,1114.0,50.0,0,2,2.0,4.8,1,1,19
16121,0,3986.0,100.0,1,7,1.0,4.84,1,1,19
16122,0,991.0,90.0,1,2,1.5,4.8,1,0,19
16124,0,832.0,100.0,1,2,1.0,4.99,1,0,17
16125,0,8088.0,100.0,0,4,3.0,4.47,1,1,13
16127,0,1100.0,100.0,0,3,1.0,4.0,1,1,19
16128,0,2990.0,100.0,0,8,2.0,4.83,1,0,19
16130,0,749.0,100.0,1,3,1.0,4.56,1,0,19
16132,0,488.0,100.0,1,2,1.0,4.72,1,1,79
16134,0,832.0,100.0,1,2,1.0,4.93,1,0,17
16135,0,1000.0,1.0,0,2,1.0,5.0,1,0,18
16137,0,1488.0,100.0,1,5,1.0,4.8,1,1,19
16138,0,3000.0,0.0,0,5,1.0,5.0,1,0,19
16139,0,1114.0,95.0,1,4,1.0,5.0,1,0,81
16141,0,1733.0,100.0,1,6,2.0,4.8,1,0,19
16142,0,599.0,100.0,1,3,1.0,4.61,1,0,19
16143,0,1076.0,95.0,0,4,2.0,4.57,1,0,9
16144,0,850.0,95.0,0,2,1.5,4.67,1,0,9
16145,0,623.0,100.0,0,4,1.0,4.59,1,0,17
16148,0,701.0,100.0,1,3,1.0,4.87,1,0,19
16149,0,3500.0,100.0,1,4,2.0,4.9,1,0,19
16150,0,980.0,100.0,1,2,1.0,4.79,1,1,19
16152,0,1114.0,100.0,1,5,1.0,4.8,1,0,19
16155,0,2511.0,81.0,1,4,2.0,4.5,1,1,19
16159,0,1114.0,99.0,1,4,1.0,4.83,1,1,19
16160,0,1114.0,99.0,0,4,1.0,4.67,1,1,19
16161,0,1500.0,100.0,1,5,1.0,4.63,1,1,9
16163,0,1343.0,100.0,0,2,1.0,4.84,1,1,19
16165,0,17900.0,100.0,0,10,3.5,4.63,1,1,13
16173,0,3714.0,100.0,1,6,2.5,4.97,1,1,19
16174,0,1279.0,100.0,1,2,1.0,4.94,1,0,19
16175,0,3842.0,97.0,0,11,3.0,4.8,1,0,19
16176,0,3438.0,97.0,0,3,1.0,4.8,1,1,19
16177,0,5827.0,98.0,1,8,4.0,4.92,1,1,19
16179,0,1751.0,100.0,1,4,2.0,4.96,1,0,19
16180,0,1000.0,99.0,1,6,2.0,4.95,1,0,19
16183,0,857.0,99.0,1,2,1.0,4.84,1,1,19
16184,0,1900.0,100.0,1,6,2.0,5.0,1,0,9
16186,0,652.0,100.0,0,4,1.0,4.77,1,0,9
16188,0,4572.0,100.0,0,8,5.0,4.42,1,1,19
16191,0,1377.0,100.0,1,6,1.0,4.92,1,0,19
16192,0,845.0,100.0,1,2,1.0,5.0,1,1,19
16193,0,860.0,100.0,1,3,2.0,4.86,1,0,20
16194,0,799.0,100.0,1,2,1.0,4.92,1,1,19
16195,0,3139.0,98.0,1,4,2.0,4.5,1,1,19
16197,0,1272.0,100.0,0,7,1.0,5.0,1,1,20
16198,0,1386.0,100.0,0,6,2.0,4.89,1,1,19
16199,0,7568.0,100.0,1,6,2.5,4.95,1,1,9
16200,0,450.0,100.0,1,2,1.0,4.73,1,0,79
16201,0,1331.0,100.0,1,4,2.5,4.68,1,0,9
16202,0,2187.0,97.0,1,3,1.0,4.99,1,0,9
16206,0,3321.0,89.0,1,4,2.0,4.77,1,0,20
16207,0,950.0,98.0,0,2,1.0,4.97,1,1,19
16209,0,906.0,98.0,0,2,1.0,4.93,1,1,19
16210,0,1750.0,98.0,0,5,3.0,4.27,1,1,19
16213,0,1499.0,100.0,0,2,1.0,4.76,1,0,19
16218,0,1013.0,100.0,0,4,1.0,4.7,1,0,19
16219,0,1500.0,85.0,0,2,1.0,5.0,1,0,19
16220,0,2661.0,100.0,0,6,2.0,5.0,1,1,13
16221,0,1211.0,99.0,0,2,1.0,4.83,1,0,19
16222,0,1395.0,100.0,0,4,1.0,4.48,1,1,9
16223,0,1000.0,99.0,0,2,1.0,4.78,1,1,19
16224,0,1015.0,98.0,0,2,1.0,4.85,1,1,19
16226,0,2340.0,93.0,0,4,2.0,4.8,1,0,19
16229,0,840.0,99.0,0,2,1.0,4.8,1,0,17
16230,0,1213.0,38.0,0,4,1.0,4.8,1,0,19
16234,0,598.0,97.0,1,2,1.0,4.97,1,0,13
16237,0,800.0,90.0,1,3,1.0,4.93,1,0,19
16238,0,950.0,75.0,0,4,2.0,4.83,1,0,19
16240,0,3640.0,97.0,0,4,1.0,4.83,1,1,19
16242,0,2443.0,99.0,0,4,2.0,4.8,1,1,19
16243,0,1374.0,100.0,0,6,1.0,4.41,1,1,19
16244,0,615.0,99.0,1,4,1.0,4.91,1,1,9
16245,0,705.0,99.0,1,4,1.0,4.83,1,1,9
16246,0,8721.0,100.0,1,10,3.0,4.91,1,1,19
16247,0,770.0,100.0,1,4,1.0,4.86,1,0,19
16248,0,2676.0,99.0,1,4,2.5,4.94,1,1,19
16249,0,1114.0,0.0,0,4,2.5,4.8,1,0,19
16250,0,1362.0,99.0,0,4,2.0,4.89,1,1,19
16253,0,2080.0,70.0,0,4,2.0,4.8,1,0,19
16254,0,2555.0,98.0,0,4,2.0,4.77,1,1,13
